cliente_id,producto_id,evento,peso_evento,timestamp
USR-0023,PROD-003,buy,5,2024-04-05
USR-0012,PROD-034,view,1,2023-09-17
USR-0050,PROD-003,view,1,2024-05-16
USR-0090,PROD-035,buy,5,2024-01-18
USR-0081,PROD-010,add_to_cart,3,2024-03-01
USR-0060,PROD-029,buy,5,2023-08-11
USR-0127,PROD-008,view,1,2023-07-10
USR-0102,PROD-031,add_to_cart,3,2024-07-01
USR-0073,PROD-034,add_to_cart,3,2024-03-10
USR-0014,PROD-032,add_to_cart,3,2023-01-29
USR-0085,PROD-027,add_to_cart,3,2024-06-30
USR-0045,PROD-014,buy,5,2023-06-25
USR-0043,PROD-004,view,1,2023-11-01
USR-0084,PROD-013,add_to_cart,3,2023-09-26
USR-0105,PROD-034,view,1,2024-05-03
USR-0061,PROD-014,add_to_cart,3,2023-04-09
USR-0107,PROD-028,view,1,2024-01-18
USR-0104,PROD-009,view,1,2024-01-31
USR-0074,PROD-019,view,1,2023-06-19
USR-0065,PROD-018,view,1,2023-03-19
USR-0092,PROD-013,add_to_cart,3,2023-08-10
USR-0117,PROD-004,view,1,2023-09-09
USR-0107,PROD-007,view,1,2023-11-08
USR-0022,PROD-023,add_to_cart,3,2024-05-21
USR-0133,PROD-006,buy,5,2023-12-15
USR-0022,PROD-025,add_to_cart,3,2023-07-05
USR-0082,PROD-003,view,1,2023-05-22
USR-0148,PROD-013,view,1,2023-01-28
USR-0083,PROD-020,view,1,2023-07-04
USR-0059,PROD-025,view,1,2023-08-01
USR-0070,PROD-023,view,1,2023-02-26
USR-0120,PROD-034,add_to_cart,3,2023-04-04
USR-0010,PROD-003,add_to_cart,3,2024-01-12
USR-0111,PROD-016,buy,5,2023-08-30
USR-0014,PROD-034,add_to_cart,3,2023-01-08
USR-0051,PROD-012,view,1,2023-10-07
USR-0087,PROD-034,view,1,2023-09-29
USR-0099,PROD-034,view,1,2023-12-10
USR-0002,PROD-034,view,1,2024-02-26
USR-0114,PROD-035,add_to_cart,3,2024-02-01
USR-0065,PROD-002,add_to_cart,3,2023-01-26
USR-0098,PROD-035,view,1,2023-03-23
USR-0141,PROD-034,buy,5,2024-04-22
USR-0002,PROD-019,view,1,2024-02-18
USR-0052,PROD-004,add_to_cart,3,2023-04-20
USR-0091,PROD-034,view,1,2023-03-11
USR-0125,PROD-008,add_to_cart,3,2023-08-12
USR-0073,PROD-034,add_to_cart,3,2024-02-09
USR-0037,PROD-038,view,1,2024-05-20
USR-0056,PROD-034,buy,5,2024-07-12
USR-0114,PROD-019,add_to_cart,3,2024-01-27
USR-0004,PROD-029,view,1,2023-04-07
USR-0025,PROD-018,view,1,2023-08-02
USR-0112,PROD-017,add_to_cart,3,2023-03-25
USR-0099,PROD-004,view,1,2024-07-21
USR-0028,PROD-034,view,1,2024-06-08
USR-0144,PROD-034,view,1,2023-05-05
USR-0001,PROD-010,view,1,2023-06-29
USR-0061,PROD-006,view,1,2024-06-23
USR-0060,PROD-005,view,1,2024-02-11
USR-0124,PROD-037,view,1,2024-02-07
USR-0031,PROD-032,add_to_cart,3,2024-07-29
USR-0035,PROD-016,add_to_cart,3,2024-01-25
USR-0061,PROD-034,view,1,2024-04-21
USR-0063,PROD-008,add_to_cart,3,2023-04-29
USR-0137,PROD-034,view,1,2023-03-20
USR-0058,PROD-011,view,1,2023-03-20
USR-0070,PROD-031,view,1,2023-03-28
USR-0138,PROD-025,buy,5,2023-01-20
USR-0080,PROD-034,view,1,2023-09-08
USR-0148,PROD-029,buy,5,2023-07-22
USR-0038,PROD-031,buy,5,2023-10-19
USR-0082,PROD-019,view,1,2023-09-15
USR-0072,PROD-034,buy,5,2023-08-08
USR-0044,PROD-037,view,1,2024-02-04
USR-0141,PROD-038,view,1,2023-10-15
USR-0133,PROD-006,buy,5,2024-06-09
USR-0102,PROD-039,add_to_cart,3,2023-10-08
USR-0052,PROD-034,view,1,2024-07-02
USR-0008,PROD-023,view,1,2024-05-16
USR-0069,PROD-038,add_to_cart,3,2023-01-03
USR-0042,PROD-019,view,1,2023-04-07
USR-0003,PROD-028,view,1,2023-05-16
USR-0006,PROD-023,view,1,2024-05-31
USR-0016,PROD-034,add_to_cart,3,2023-04-23
USR-0091,PROD-028,add_to_cart,3,2023-08-16
USR-0105,PROD-034,view,1,2024-04-29
USR-0100,PROD-038,add_to_cart,3,2023-08-07
USR-0021,PROD-022,buy,5,2024-06-13
USR-0075,PROD-004,view,1,2023-07-31
USR-0139,PROD-034,add_to_cart,3,2023-12-02
USR-0004,PROD-037,view,1,2023-06-16
USR-0077,PROD-024,view,1,2023-11-09
USR-0095,PROD-032,buy,5,2023-04-03
USR-0098,PROD-027,buy,5,2024-07-26
USR-0099,PROD-028,buy,5,2024-02-24
USR-0142,PROD-034,buy,5,2023-03-13
USR-0105,PROD-034,view,1,2023-03-14
USR-0071,PROD-027,add_to_cart,3,2023-11-01
USR-0007,PROD-024,add_to_cart,3,2023-02-15
USR-0125,PROD-034,add_to_cart,3,2023-07-25
USR-0076,PROD-013,view,1,2024-07-30
USR-0087,PROD-024,buy,5,2023-05-21
USR-0117,PROD-014,view,1,2023-11-04
USR-0144,PROD-034,add_to_cart,3,2023-10-18
USR-0067,PROD-015,buy,5,2023-04-04
USR-0002,PROD-034,view,1,2023-11-29
USR-0108,PROD-034,add_to_cart,3,2024-03-12
USR-0009,PROD-034,buy,5,2024-06-07
USR-0116,PROD-013,view,1,2024-03-14
USR-0008,PROD-001,view,1,2023-04-09
USR-0029,PROD-034,view,1,2023-05-26
USR-0031,PROD-032,add_to_cart,3,2023-04-20
USR-0096,PROD-025,view,1,2023-09-04
USR-0067,PROD-034,view,1,2023-06-02
USR-0068,PROD-029,add_to_cart,3,2024-01-25
USR-0090,PROD-031,view,1,2023-04-13
USR-0084,PROD-013,view,1,2023-12-11
USR-0091,PROD-034,buy,5,2024-03-19
USR-0048,PROD-009,view,1,2023-06-07
USR-0136,PROD-005,buy,5,2023-03-09
USR-0076,PROD-034,view,1,2023-03-20
USR-0112,PROD-033,buy,5,2024-06-26
USR-0033,PROD-034,view,1,2023-08-03
USR-0121,PROD-034,view,1,2024-04-06
USR-0044,PROD-005,view,1,2023-01-20
USR-0037,PROD-025,add_to_cart,3,2023-08-10
USR-0135,PROD-034,add_to_cart,3,2024-04-29
USR-0033,PROD-010,buy,5,2023-05-23
USR-0014,PROD-023,view,1,2023-10-15
USR-0113,PROD-018,buy,5,2024-01-28
USR-0066,PROD-025,view,1,2024-03-19
USR-0128,PROD-009,view,1,2023-08-20
USR-0068,PROD-028,add_to_cart,3,2023-09-20
USR-0144,PROD-009,view,1,2023-06-19
USR-0035,PROD-004,view,1,2023-01-13
USR-0028,PROD-005,view,1,2023-08-18
USR-0062,PROD-031,add_to_cart,3,2023-09-15
USR-0109,PROD-038,view,1,2023-10-20
USR-0129,PROD-010,view,1,2024-06-20
USR-0122,PROD-035,view,1,2023-06-27
USR-0043,PROD-028,add_to_cart,3,2023-08-16
USR-0072,PROD-017,view,1,2024-02-11
USR-0114,PROD-003,view,1,2024-07-13
USR-0008,PROD-034,view,1,2024-04-20
USR-0127,PROD-034,add_to_cart,3,2024-02-02
USR-0045,PROD-014,buy,5,2023-08-18
USR-0147,PROD-028,view,1,2023-04-08
USR-0006,PROD-023,view,1,2023-08-17
USR-0127,PROD-008,view,1,2024-05-15
USR-0003,PROD-004,view,1,2024-07-29
USR-0127,PROD-034,add_to_cart,3,2023-04-14
USR-0113,PROD-034,view,1,2023-01-03
USR-0091,PROD-004,view,1,2023-03-02
USR-0100,PROD-034,view,1,2024-01-07
USR-0122,PROD-034,view,1,2023-05-03
USR-0063,PROD-040,add_to_cart,3,2023-01-04
USR-0135,PROD-032,add_to_cart,3,2024-06-26
USR-0119,PROD-040,buy,5,2024-04-07
USR-0067,PROD-034,add_to_cart,3,2024-03-29
USR-0131,PROD-034,buy,5,2024-01-29
USR-0112,PROD-025,buy,5,2023-09-20
USR-0012,PROD-034,add_to_cart,3,2023-10-15
USR-0041,PROD-034,add_to_cart,3,2023-11-30
USR-0071,PROD-034,add_to_cart,3,2023-03-20
USR-0077,PROD-006,view,1,2023-07-07
USR-0051,PROD-008,buy,5,2023-02-28
USR-0018,PROD-011,add_to_cart,3,2024-01-25
USR-0027,PROD-036,buy,5,2024-01-17
USR-0015,PROD-034,buy,5,2024-03-07
USR-0068,PROD-021,view,1,2024-03-10
USR-0009,PROD-026,add_to_cart,3,2023-04-12
USR-0062,PROD-039,add_to_cart,3,2024-05-25
USR-0146,PROD-003,view,1,2024-07-11
USR-0068,PROD-034,view,1,2023-04-25
USR-0009,PROD-034,add_to_cart,3,2024-01-13
USR-0146,PROD-034,view,1,2023-07-25
USR-0047,PROD-025,add_to_cart,3,2023-11-21
USR-0092,PROD-034,view,1,2024-04-14
USR-0063,PROD-024,view,1,2024-05-25
USR-0061,PROD-030,view,1,2023-01-11
USR-0059,PROD-020,view,1,2024-06-04
USR-0040,PROD-001,add_to_cart,3,2024-02-23
USR-0047,PROD-034,buy,5,2023-06-07
USR-0013,PROD-014,buy,5,2023-08-06
USR-0080,PROD-034,add_to_cart,3,2024-04-09
USR-0095,PROD-034,view,1,2024-01-15
USR-0021,PROD-030,view,1,2023-04-07
USR-0035,PROD-036,view,1,2024-01-06
USR-0136,PROD-001,view,1,2023-04-06
USR-0107,PROD-028,buy,5,2023-11-13
USR-0005,PROD-014,view,1,2024-04-19
USR-0061,PROD-006,view,1,2024-07-25
USR-0074,PROD-011,view,1,2024-07-09
USR-0133,PROD-034,view,1,2023-02-13
USR-0026,PROD-003,view,1,2023-10-16
USR-0049,PROD-018,view,1,2024-02-07
USR-0027,PROD-028,view,1,2024-07-14
USR-0147,PROD-004,view,1,2023-06-08
USR-0059,PROD-020,view,1,2023-08-16
USR-0099,PROD-034,view,1,2023-10-11
USR-0089,PROD-034,view,1,2024-06-04
USR-0092,PROD-004,add_to_cart,3,2024-05-15
USR-0134,PROD-039,add_to_cart,3,2023-10-21
USR-0078,PROD-034,view,1,2023-05-29
USR-0141,PROD-014,add_to_cart,3,2023-02-16
USR-0115,PROD-034,view,1,2024-03-04
USR-0135,PROD-032,view,1,2023-06-13
USR-0132,PROD-034,view,1,2023-01-17
USR-0094,PROD-034,view,1,2023-09-02
USR-0112,PROD-033,view,1,2024-07-12
USR-0099,PROD-038,view,1,2023-12-08
USR-0024,PROD-009,view,1,2024-01-07
USR-0119,PROD-024,buy,5,2023-10-29
USR-0030,PROD-034,view,1,2023-05-02
USR-0056,PROD-017,view,1,2023-12-27
USR-0137,PROD-002,view,1,2023-08-31
USR-0089,PROD-026,buy,5,2024-05-11
USR-0055,PROD-008,buy,5,2024-04-14
USR-0132,PROD-037,view,1,2023-03-22
USR-0023,PROD-040,view,1,2024-07-04
USR-0082,PROD-034,view,1,2024-06-04
USR-0021,PROD-034,view,1,2024-01-31
USR-0014,PROD-023,view,1,2023-03-04
USR-0099,PROD-021,view,1,2023-08-09
USR-0060,PROD-034,view,1,2023-01-01
USR-0108,PROD-005,view,1,2024-03-14
USR-0110,PROD-015,view,1,2023-04-25
USR-0037,PROD-014,view,1,2023-05-06
USR-0102,PROD-034,add_to_cart,3,2023-07-27
USR-0148,PROD-005,view,1,2024-01-28
USR-0135,PROD-034,view,1,2023-05-29
USR-0132,PROD-021,buy,5,2023-12-10
USR-0107,PROD-034,buy,5,2024-07-16
USR-0118,PROD-034,buy,5,2024-04-07
USR-0079,PROD-008,view,1,2023-12-18
USR-0138,PROD-027,view,1,2024-01-20
USR-0079,PROD-032,view,1,2024-05-12
USR-0147,PROD-034,view,1,2024-02-15
USR-0051,PROD-025,add_to_cart,3,2023-10-31
USR-0104,PROD-033,view,1,2023-07-24
USR-0103,PROD-034,view,1,2023-10-10
USR-0142,PROD-023,view,1,2023-01-20
USR-0019,PROD-034,view,1,2023-10-21
USR-0037,PROD-034,add_to_cart,3,2023-05-05
USR-0026,PROD-027,view,1,2024-04-30
USR-0005,PROD-014,buy,5,2024-01-05
USR-0083,PROD-028,add_to_cart,3,2023-03-21
USR-0024,PROD-001,view,1,2023-10-13
USR-0058,PROD-004,add_to_cart,3,2023-02-26
USR-0128,PROD-025,add_to_cart,3,2023-11-16
USR-0098,PROD-019,add_to_cart,3,2024-03-20
USR-0127,PROD-034,add_to_cart,3,2024-05-01
USR-0113,PROD-028,view,1,2024-02-09
USR-0057,PROD-002,add_to_cart,3,2023-01-15
USR-0039,PROD-024,add_to_cart,3,2023-07-23
USR-0142,PROD-015,view,1,2023-12-15
USR-0076,PROD-013,add_to_cart,3,2024-04-06
USR-0118,PROD-034,view,1,2023-05-07
USR-0102,PROD-039,add_to_cart,3,2024-01-20
USR-0084,PROD-034,add_to_cart,3,2024-03-01
USR-0005,PROD-016,buy,5,2024-07-10
USR-0070,PROD-034,view,1,2023-05-22
USR-0055,PROD-016,add_to_cart,3,2023-06-23
USR-0091,PROD-028,view,1,2023-08-12
USR-0114,PROD-034,view,1,2023-03-14
USR-0129,PROD-034,view,1,2024-04-28
USR-0109,PROD-038,view,1,2024-03-02
USR-0119,PROD-034,view,1,2024-07-17
USR-0100,PROD-029,view,1,2023-04-30
USR-0056,PROD-034,add_to_cart,3,2023-01-11
USR-0004,PROD-013,add_to_cart,3,2023-07-01
USR-0093,PROD-008,buy,5,2024-06-05
USR-0029,PROD-034,view,1,2024-06-21
USR-0099,PROD-020,view,1,2023-02-15
USR-0071,PROD-016,view,1,2024-04-20
USR-0024,PROD-025,view,1,2023-05-18
USR-0099,PROD-020,view,1,2024-04-01
USR-0098,PROD-019,view,1,2024-04-23
USR-0018,PROD-027,view,1,2023-12-29
USR-0087,PROD-034,add_to_cart,3,2023-06-19
USR-0149,PROD-034,view,1,2023-06-29
USR-0124,PROD-008,view,1,2024-01-20
USR-0084,PROD-034,view,1,2023-02-15
USR-0001,PROD-034,add_to_cart,3,2024-07-10
USR-0046,PROD-023,add_to_cart,3,2023-04-05
USR-0132,PROD-005,add_to_cart,3,2023-05-30
USR-0036,PROD-034,view,1,2024-05-22
USR-0138,PROD-034,view,1,2024-06-28
USR-0120,PROD-034,buy,5,2023-11-03
USR-0148,PROD-013,view,1,2023-12-15
USR-0133,PROD-006,view,1,2024-07-21
USR-0082,PROD-035,view,1,2023-07-15
USR-0143,PROD-040,buy,5,2023-01-13
USR-0080,PROD-034,view,1,2024-02-22
USR-0058,PROD-027,view,1,2023-10-09
USR-0067,PROD-036,buy,5,2023-08-06
USR-0069,PROD-034,add_to_cart,3,2023-05-10
USR-0002,PROD-019,view,1,2024-05-08
USR-0009,PROD-034,add_to_cart,3,2024-03-02
USR-0003,PROD-034,add_to_cart,3,2023-03-13
USR-0087,PROD-034,view,1,2024-06-15
USR-0083,PROD-020,view,1,2024-06-23
USR-0088,PROD-023,view,1,2024-06-24
USR-0064,PROD-009,view,1,2023-08-03
USR-0057,PROD-034,view,1,2023-06-12
USR-0088,PROD-017,add_to_cart,3,2023-03-04
USR-0028,PROD-034,view,1,2024-06-22
USR-0084,PROD-034,view,1,2023-12-05
USR-0049,PROD-034,view,1,2023-11-13
USR-0029,PROD-030,view,1,2024-02-28
USR-0036,PROD-034,add_to_cart,3,2023-10-28
USR-0003,PROD-028,view,1,2023-08-05
USR-0090,PROD-035,add_to_cart,3,2023-04-04
USR-0042,PROD-034,view,1,2023-05-31
USR-0053,PROD-034,view,1,2023-09-26
USR-0114,PROD-034,buy,5,2023-12-27
USR-0111,PROD-024,view,1,2023-11-25
USR-0007,PROD-032,view,1,2023-09-02
USR-0048,PROD-033,add_to_cart,3,2023-04-07
USR-0009,PROD-034,view,1,2024-05-07
USR-0004,PROD-034,view,1,2023-11-02
USR-0068,PROD-005,view,1,2023-10-26
USR-0020,PROD-029,add_to_cart,3,2023-08-11
USR-0042,PROD-011,view,1,2023-10-15
USR-0121,PROD-034,buy,5,2023-03-27
USR-0074,PROD-027,view,1,2023-05-26
USR-0107,PROD-012,view,1,2024-07-27
USR-0130,PROD-035,view,1,2023-08-09
USR-0130,PROD-027,view,1,2023-06-10
USR-0059,PROD-004,view,1,2023-08-13
USR-0135,PROD-034,view,1,2023-02-28
USR-0032,PROD-034,buy,5,2023-07-04
USR-0104,PROD-034,view,1,2024-07-31
USR-0113,PROD-034,buy,5,2023-06-05
USR-0109,PROD-030,view,1,2024-01-25
USR-0044,PROD-034,view,1,2024-02-04
USR-0073,PROD-026,add_to_cart,3,2023-05-29
USR-0024,PROD-009,view,1,2024-04-17
USR-0059,PROD-036,view,1,2024-01-09
USR-0046,PROD-031,view,1,2023-08-13
USR-0041,PROD-010,view,1,2023-08-23
USR-0121,PROD-025,view,1,2024-03-04
USR-0100,PROD-034,buy,5,2024-06-09
USR-0143,PROD-002,view,1,2023-04-22
USR-0066,PROD-003,buy,5,2024-07-03
USR-0113,PROD-010,view,1,2023-05-04
USR-0099,PROD-034,view,1,2024-03-31
USR-0028,PROD-013,view,1,2023-07-10
USR-0086,PROD-008,add_to_cart,3,2024-06-03
USR-0133,PROD-034,view,1,2024-03-10
USR-0062,PROD-008,view,1,2024-02-29
USR-0015,PROD-024,buy,5,2023-07-16
USR-0116,PROD-037,view,1,2024-07-28
USR-0003,PROD-012,view,1,2023-05-10
USR-0074,PROD-003,view,1,2023-06-16
USR-0027,PROD-036,add_to_cart,3,2023-02-20
USR-0055,PROD-034,view,1,2024-07-28
USR-0035,PROD-034,buy,5,2023-09-21
USR-0042,PROD-034,view,1,2023-11-18
USR-0101,PROD-037,view,1,2024-05-30
USR-0097,PROD-018,view,1,2024-02-05
USR-0052,PROD-034,view,1,2024-01-30
USR-0043,PROD-036,view,1,2023-07-09
USR-0109,PROD-014,view,1,2023-12-12
USR-0097,PROD-018,view,1,2023-04-30
USR-0084,PROD-021,add_to_cart,3,2023-04-03
USR-0040,PROD-009,view,1,2024-01-10
USR-0100,PROD-034,add_to_cart,3,2024-04-10
USR-0096,PROD-034,add_to_cart,3,2023-11-10
USR-0119,PROD-032,add_to_cart,3,2023-05-16
USR-0076,PROD-034,view,1,2024-06-05
USR-0068,PROD-034,view,1,2024-06-05
USR-0002,PROD-034,view,1,2024-07-23
USR-0104,PROD-034,view,1,2023-09-21
USR-0125,PROD-034,add_to_cart,3,2023-02-07
USR-0091,PROD-034,view,1,2023-06-28
USR-0027,PROD-034,view,1,2024-05-02
USR-0022,PROD-007,view,1,2023-11-15
USR-0035,PROD-034,view,1,2023-04-11
USR-0008,PROD-001,view,1,2023-04-21
USR-0072,PROD-034,view,1,2023-09-23
USR-0059,PROD-028,view,1,2024-03-25
USR-0061,PROD-022,buy,5,2024-07-25
USR-0085,PROD-006,add_to_cart,3,2024-06-02
USR-0139,PROD-012,add_to_cart,3,2023-11-25
USR-0063,PROD-016,add_to_cart,3,2023-01-18
USR-0145,PROD-026,view,1,2023-03-27
USR-0059,PROD-028,view,1,2023-11-04
USR-0076,PROD-005,view,1,2024-04-30
USR-0149,PROD-006,view,1,2023-02-10
USR-0046,PROD-034,view,1,2023-12-08
USR-0056,PROD-017,view,1,2023-06-02
USR-0016,PROD-023,view,1,2023-05-23
USR-0016,PROD-001,view,1,2023-05-26
USR-0110,PROD-031,view,1,2023-10-01
USR-0022,PROD-015,buy,5,2023-11-25
USR-0058,PROD-034,add_to_cart,3,2023-02-04
USR-0040,PROD-017,view,1,2023-08-07
USR-0115,PROD-004,add_to_cart,3,2023-06-23
USR-0098,PROD-008,view,1,2023-03-15
USR-0068,PROD-034,buy,5,2023-04-23
USR-0015,PROD-017,view,1,2023-10-17
USR-0127,PROD-040,view,1,2024-01-21
USR-0068,PROD-013,view,1,2023-03-15
USR-0105,PROD-034,view,1,2023-12-22
USR-0143,PROD-013,buy,5,2023-09-24
USR-0128,PROD-001,view,1,2024-07-01
USR-0065,PROD-018,buy,5,2023-05-26
USR-0037,PROD-030,buy,5,2023-09-18
USR-0110,PROD-039,view,1,2024-05-28
USR-0089,PROD-026,buy,5,2023-02-26
USR-0046,PROD-034,add_to_cart,3,2023-06-29
USR-0036,PROD-001,view,1,2023-12-20
USR-0045,PROD-038,view,1,2023-11-01
USR-0066,PROD-034,view,1,2024-06-01
USR-0017,PROD-034,view,1,2023-01-25
USR-0047,PROD-034,add_to_cart,3,2023-07-20
USR-0069,PROD-038,view,1,2023-03-11
USR-0044,PROD-034,view,1,2024-01-30
USR-0007,PROD-040,view,1,2023-11-08
USR-0113,PROD-002,add_to_cart,3,2023-04-25
USR-0062,PROD-015,view,1,2024-03-31
USR-0099,PROD-028,buy,5,2024-05-23
USR-0099,PROD-012,view,1,2024-04-05
USR-0064,PROD-009,view,1,2024-03-09
USR-0142,PROD-039,buy,5,2024-03-11
USR-0080,PROD-001,view,1,2023-08-05
USR-0004,PROD-037,add_to_cart,3,2024-06-24
USR-0136,PROD-033,view,1,2024-06-06
USR-0041,PROD-002,view,1,2024-01-15
USR-0059,PROD-034,buy,5,2024-01-21
USR-0069,PROD-030,view,1,2023-02-09
USR-0145,PROD-026,view,1,2024-05-24
USR-0031,PROD-024,view,1,2023-02-04
USR-0121,PROD-034,view,1,2024-04-29
USR-0009,PROD-034,buy,5,2023-09-06
USR-0067,PROD-036,view,1,2023-09-18
USR-0059,PROD-028,view,1,2023-08-16
USR-0128,PROD-025,buy,5,2023-10-15
USR-0008,PROD-034,view,1,2024-06-20
USR-0144,PROD-009,buy,5,2024-05-28
USR-0009,PROD-034,buy,5,2024-02-02
USR-0095,PROD-040,buy,5,2023-10-09
USR-0038,PROD-034,view,1,2024-05-22
USR-0075,PROD-034,view,1,2023-01-18
USR-0034,PROD-034,view,1,2023-07-19
USR-0126,PROD-034,view,1,2023-10-31
USR-0068,PROD-013,view,1,2024-04-24
USR-0123,PROD-028,buy,5,2023-12-19
USR-0054,PROD-034,view,1,2023-07-06
USR-0095,PROD-024,buy,5,2023-04-28
USR-0060,PROD-028,view,1,2023-03-04
USR-0139,PROD-034,view,1,2023-06-08
USR-0012,PROD-021,add_to_cart,3,2023-03-10
USR-0101,PROD-014,view,1,2023-02-23
USR-0081,PROD-010,view,1,2023-11-17
USR-0016,PROD-001,add_to_cart,3,2023-10-11
USR-0038,PROD-023,buy,5,2024-03-17
USR-0116,PROD-029,view,1,2024-03-29
USR-0082,PROD-019,add_to_cart,3,2023-03-01
USR-0111,PROD-034,view,1,2024-03-25
USR-0138,PROD-035,view,1,2024-01-16
USR-0042,PROD-027,add_to_cart,3,2023-07-13
USR-0142,PROD-034,view,1,2023-02-28
USR-0089,PROD-018,view,1,2023-03-18
USR-0026,PROD-027,view,1,2024-01-19
USR-0031,PROD-034,add_to_cart,3,2024-04-15
USR-0031,PROD-008,buy,5,2023-03-13
USR-0113,PROD-010,view,1,2023-06-17
USR-0015,PROD-016,buy,5,2023-12-06
USR-0055,PROD-016,add_to_cart,3,2024-06-17
USR-0010,PROD-019,view,1,2023-09-07
USR-0074,PROD-019,view,1,2024-04-30
USR-0012,PROD-034,view,1,2024-06-21
USR-0003,PROD-034,view,1,2023-12-25
USR-0025,PROD-026,add_to_cart,3,2023-01-30
USR-0120,PROD-009,add_to_cart,3,2024-01-29
USR-0069,PROD-038,view,1,2023-05-12
USR-0012,PROD-021,add_to_cart,3,2023-09-22
USR-0045,PROD-034,buy,5,2023-03-03
USR-0133,PROD-014,view,1,2024-07-22
USR-0037,PROD-022,view,1,2023-10-03
USR-0001,PROD-034,buy,5,2024-01-03
USR-0008,PROD-001,view,1,2024-06-13
USR-0090,PROD-003,view,1,2024-03-22
USR-0106,PROD-019,view,1,2023-08-09
USR-0042,PROD-003,view,1,2024-01-09
USR-0002,PROD-011,view,1,2024-02-19
USR-0064,PROD-001,add_to_cart,3,2023-07-15
USR-0103,PROD-032,buy,5,2024-03-02
USR-0146,PROD-034,view,1,2024-03-28
USR-0063,PROD-024,view,1,2023-12-23
USR-0118,PROD-031,view,1,2024-06-11
USR-0101,PROD-034,buy,5,2023-11-14
USR-0076,PROD-034,view,1,2023-01-12
USR-0076,PROD-034,view,1,2023-03-29
USR-0008,PROD-034,add_to_cart,3,2023-07-06
USR-0029,PROD-014,view,1,2024-02-16
USR-0070,PROD-034,add_to_cart,3,2024-07-22
USR-0041,PROD-002,add_to_cart,3,2023-07-17
USR-0026,PROD-003,add_to_cart,3,2024-04-23
USR-0149,PROD-030,view,1,2024-07-07
USR-0095,PROD-008,view,1,2023-10-30
USR-0121,PROD-010,add_to_cart,3,2023-08-29
USR-0051,PROD-013,buy,5,2023-10-04
USR-0008,PROD-028,view,1,2023-05-16
USR-0061,PROD-014,view,1,2024-05-18
USR-0059,PROD-008,view,1,2023-08-25
USR-0136,PROD-001,view,1,2023-07-01
USR-0000,PROD-001,view,1,2023-09-12
USR-0044,PROD-019,view,1,2023-12-09
USR-0118,PROD-034,buy,5,2024-04-26
USR-0009,PROD-010,add_to_cart,3,2023-03-12
USR-0027,PROD-036,view,1,2023-07-27
USR-0092,PROD-034,buy,5,2023-03-10
USR-0069,PROD-030,view,1,2024-06-06
USR-0090,PROD-003,view,1,2023-03-29
USR-0108,PROD-004,view,1,2023-05-31
USR-0139,PROD-012,add_to_cart,3,2023-01-26
USR-0068,PROD-034,view,1,2024-04-12
USR-0115,PROD-012,view,1,2023-01-10
USR-0122,PROD-034,add_to_cart,3,2023-10-14
USR-0030,PROD-039,add_to_cart,3,2023-05-04
USR-0129,PROD-034,buy,5,2023-03-18
USR-0109,PROD-034,view,1,2023-04-20
USR-0129,PROD-008,view,1,2024-05-21
USR-0071,PROD-034,view,1,2023-05-27
USR-0078,PROD-015,view,1,2024-02-11
USR-0087,PROD-040,add_to_cart,3,2023-05-16
USR-0038,PROD-023,add_to_cart,3,2023-01-05
USR-0057,PROD-034,view,1,2023-02-21
USR-0107,PROD-034,add_to_cart,3,2024-03-17
USR-0049,PROD-034,view,1,2024-07-04
USR-0136,PROD-034,view,1,2023-01-23
USR-0057,PROD-026,view,1,2023-07-26
USR-0045,PROD-022,add_to_cart,3,2023-02-17
USR-0133,PROD-034,add_to_cart,3,2024-03-09
USR-0072,PROD-034,view,1,2023-09-03
USR-0100,PROD-034,view,1,2023-04-29
USR-0097,PROD-026,view,1,2024-06-23
USR-0038,PROD-034,view,1,2023-01-09
USR-0102,PROD-034,view,1,2023-12-25
USR-0081,PROD-002,view,1,2024-04-01
USR-0135,PROD-032,view,1,2023-07-13
USR-0116,PROD-029,view,1,2024-06-19
USR-0148,PROD-034,view,1,2024-01-06
USR-0063,PROD-034,view,1,2024-03-01
USR-0076,PROD-037,view,1,2023-11-13
USR-0110,PROD-035,view,1,2024-06-24
USR-0099,PROD-040,view,1,2023-07-08
USR-0093,PROD-034,view,1,2024-07-23
USR-0024,PROD-011,view,1,2023-04-25
USR-0003,PROD-012,view,1,2024-01-20
USR-0100,PROD-021,view,1,2023-03-04
USR-0093,PROD-006,view,1,2023-04-29
USR-0007,PROD-024,view,1,2023-06-08
USR-0144,PROD-034,view,1,2023-10-28
USR-0133,PROD-022,view,1,2023-04-13
USR-0016,PROD-025,view,1,2023-04-03
USR-0032,PROD-016,view,1,2024-05-21
USR-0074,PROD-035,add_to_cart,3,2024-05-03
USR-0024,PROD-034,view,1,2024-05-24
USR-0149,PROD-017,view,1,2023-02-26
USR-0065,PROD-034,add_to_cart,3,2023-03-20
USR-0055,PROD-024,view,1,2023-09-28
USR-0061,PROD-022,view,1,2023-02-27
USR-0044,PROD-013,add_to_cart,3,2023-03-12
USR-0096,PROD-025,buy,5,2023-10-29
USR-0091,PROD-036,buy,5,2023-05-25
USR-0011,PROD-034,add_to_cart,3,2023-10-23
USR-0092,PROD-034,view,1,2023-12-07
USR-0073,PROD-026,add_to_cart,3,2023-04-08
USR-0102,PROD-034,add_to_cart,3,2024-04-11
