issue_key,issue_type,priority,status,component,project,reporter,assignee,story_points,resolution_hours,comments_count,watchers,reopened,sprint,label
PROJ-D-1700,Story,Medium,Resolved,Backend,PROJ-A,user_20,dev_11,8.0,576.0,2,1,1,Sprint 13,
PROJ-C-1701,Bug,Low,Won't Fix,Mobile,PROJ-A,user_18,dev_3,,93.0,0,1,0,,performance
PROJ-A-1702,Bug,High,Done,Backend,PROJ-C,user_13,dev_12,,13.1,6,2,0,,
PROJ-C-1703,Bug,Critical,Closed,Auth,PROJ-B,user_12,dev_8,,3.3,10,7,1,,performance
PROJ-B-1704,Bug,Medium,Resolved,Mobile,PROJ-A,user_17,,,31.7,4,5,0,,
PROJ-A-1705,Sub-task,Low,Done,API,PROJ-B,user_4,dev_8,3.0,101.3,0,1,0,Sprint 17,flaky-test
PROJ-B-1706,Bug,High,Resolved,Testing,PROJ-C,user_23,dev_12,,25.9,3,7,0,,security
PROJ-C-1707,Task,High,Done,Mobile,PROJ-C,user_10,dev_5,,17.1,6,5,0,Sprint 10,regression
PROJ-A-1708,Bug,Critical,Closed,Infra,PROJ-A,user_11,dev_8,,0.5,7,9,0,,tech-debt
PROJ-B-1709,Task,High,Closed,Mobile,PROJ-C,user_6,dev_10,,9.8,4,7,0,Sprint 3,performance
PROJ-B-1710,Task,Medium,Closed,Database,PROJ-D,user_6,dev_8,,12.5,5,3,0,Sprint 4,
PROJ-C-1711,Story,Medium,Closed,Testing,PROJ-D,user_9,dev_3,13.0,3.1,1,1,0,Sprint 5,
PROJ-A-1712,Story,Medium,Done,Database,PROJ-A,user_15,dev_2,8.0,258.7,1,3,0,Sprint 11,performance
PROJ-B-1713,Story,Medium,Resolved,API,PROJ-D,user_2,dev_9,8.0,186.2,4,1,0,Sprint 6,regression
PROJ-D-1714,Bug,Critical,Done,Mobile,PROJ-B,user_4,dev_2,,1.6,8,3,0,,ux
PROJ-A-1715,Epic,High,Done,Backend,PROJ-A,user_5,dev_9,1.0,47.0,6,4,0,,security
PROJ-A-1716,Improvement,Medium,Done,Backend,PROJ-A,user_17,dev_4,,14.7,9,2,0,,tech-debt
PROJ-D-1717,Sub-task,Low,Done,Frontend,PROJ-B,user_8,dev_12,3.0,55.9,1,1,0,Sprint 1,
PROJ-A-1718,Bug,Low,Closed,Auth,PROJ-D,user_8,dev_13,,18.3,0,1,0,,
PROJ-A-1719,Task,Critical,Resolved,Infra,PROJ-D,user_22,dev_2,,0.5,9,11,0,Sprint 19,
PROJ-D-1720,Epic,Low,Done,Testing,PROJ-D,user_12,dev_10,5.0,425.0,0,1,0,,ux
PROJ-C-1721,Bug,Low,Done,Auth,PROJ-A,user_21,dev_1,,143.7,1,1,1,,ux
PROJ-B-1722,Bug,Low,Done,Mobile,PROJ-A,user_8,dev_4,,83.4,0,1,0,,
PROJ-D-1723,Task,Medium,Resolved,Auth,PROJ-D,user_19,dev_9,,60.8,2,2,0,Sprint 7,performance
PROJ-A-1724,Story,Medium,Done,Frontend,PROJ-C,user_3,dev_12,1.0,12.9,5,2,0,Sprint 23,
PROJ-B-1725,Improvement,High,Done,Auth,PROJ-D,user_18,,,1.6,1,1,0,,backend
PROJ-B-1726,Bug,Critical,Closed,Testing,PROJ-B,user_21,dev_4,,4.3,7,7,0,,performance
PROJ-B-1727,Task,High,Done,API,PROJ-A,user_19,dev_9,,53.3,3,4,0,Sprint 10,flaky-test
PROJ-C-1728,Bug,High,Done,Frontend,PROJ-B,user_19,dev_12,,19.4,11,3,0,,flaky-test
PROJ-A-1729,Bug,Medium,Done,API,PROJ-B,user_15,dev_6,,49.9,3,2,0,,ux
PROJ-A-1730,Bug,Medium,Done,Mobile,PROJ-A,user_6,dev_1,,16.3,1,1,0,,regression
PROJ-B-1731,Improvement,Medium,Done,Frontend,PROJ-C,user_16,dev_10,,32.0,4,1,0,,security
PROJ-B-1732,Task,Critical,Closed,Mobile,PROJ-D,user_8,dev_13,,15.7,18,8,0,Sprint 12,tech-debt
PROJ-C-1733,Story,Low,Done,Mobile,PROJ-B,user_16,dev_14,3.0,318.5,2,3,0,Sprint 12,security
PROJ-C-1734,Bug,Low,Done,Auth,PROJ-A,user_18,dev_6,,144.0,1,1,0,,
PROJ-B-1735,Improvement,Low,Done,API,PROJ-B,user_20,dev_9,,170.4,0,1,0,,regression
PROJ-A-1736,Story,Low,Closed,Mobile,PROJ-D,user_16,dev_13,3.0,1496.7,2,2,0,Sprint 1,ux
PROJ-D-1737,Improvement,Medium,Won't Fix,API,PROJ-C,user_11,dev_2,,65.9,3,1,0,,
PROJ-C-1738,Story,Low,Closed,API,PROJ-C,user_7,dev_6,2.0,194.7,1,1,0,Sprint 9,regression
PROJ-A-1739,Bug,Critical,Closed,Frontend,PROJ-C,user_17,dev_2,,2.2,11,4,0,,performance
PROJ-C-1740,Story,Medium,Resolved,Database,PROJ-A,user_17,dev_4,5.0,50.7,4,1,0,Sprint 17,performance
PROJ-A-1741,Bug,High,Done,Auth,PROJ-A,user_12,dev_8,,23.1,3,5,0,,
PROJ-B-1742,Task,High,Done,Mobile,PROJ-C,user_13,dev_13,,8.3,8,3,0,Sprint 23,flaky-test
PROJ-C-1743,Story,High,Done,API,PROJ-D,user_10,dev_7,5.0,61.6,4,3,0,Sprint 12,backend
PROJ-D-1744,Bug,Medium,Done,Infra,PROJ-D,user_7,,,110.7,2,3,0,,backend
PROJ-B-1745,Improvement,Low,Done,Database,PROJ-A,user_14,dev_12,,135.8,2,3,0,,backend
PROJ-C-1746,Story,Medium,Closed,Mobile,PROJ-C,user_23,dev_13,2.0,223.5,8,4,0,Sprint 2,regression
PROJ-B-1747,Story,High,Done,Infra,PROJ-D,user_1,dev_9,8.0,30.6,5,7,1,Sprint 9,security
PROJ-D-1748,Improvement,Low,Won't Fix,Auth,PROJ-D,user_17,dev_7,,255.4,1,1,0,,regression
PROJ-C-1749,Story,Medium,Won't Fix,Auth,PROJ-D,user_4,dev_1,1.0,101.5,2,1,0,Sprint 12,backend
PROJ-C-1750,Bug,Medium,Duplicate,API,PROJ-A,user_21,dev_2,,2.9,2,6,0,,security
PROJ-C-1751,Epic,Medium,Done,API,PROJ-C,user_5,dev_6,5.0,444.5,3,3,0,,security
PROJ-A-1752,Story,High,Won't Fix,Testing,PROJ-B,user_20,dev_7,2.0,31.6,5,2,0,Sprint 4,frontend
PROJ-A-1753,Bug,Medium,Resolved,Testing,PROJ-C,user_24,dev_3,,47.3,6,4,0,,backend
PROJ-C-1754,Bug,Low,Won't Fix,Mobile,PROJ-C,user_23,dev_9,,16.1,1,2,0,,tech-debt
PROJ-B-1755,Task,High,Closed,Frontend,PROJ-A,user_7,dev_13,,3.8,4,7,0,Sprint 22,regression
PROJ-B-1756,Story,Medium,Resolved,Database,PROJ-D,user_10,dev_7,21.0,251.7,2,1,0,Sprint 12,security
PROJ-C-1757,Story,Low,Done,Mobile,PROJ-D,user_17,dev_14,3.0,497.4,0,2,0,Sprint 18,frontend
PROJ-D-1758,Improvement,Medium,Done,Database,PROJ-A,user_7,dev_6,,74.4,3,2,0,,ux
PROJ-D-1759,Task,Critical,Done,API,PROJ-A,user_1,dev_13,,20.0,14,5,1,Sprint 3,
PROJ-D-1760,Bug,High,Won't Fix,Auth,PROJ-A,user_7,dev_6,,28.1,4,3,1,,flaky-test
PROJ-A-1761,Bug,Critical,Done,API,PROJ-A,user_24,dev_1,,10.4,7,5,1,,security
PROJ-A-1762,Bug,Medium,Done,Auth,PROJ-A,user_11,dev_13,,64.6,5,3,0,,ux
PROJ-A-1763,Task,Medium,Won't Fix,Testing,PROJ-B,user_9,dev_5,,7.9,3,1,0,Sprint 22,tech-debt
PROJ-A-1764,Bug,High,Done,Mobile,PROJ-C,user_12,dev_10,,13.5,6,4,0,,
PROJ-B-1765,Story,Low,Won't Fix,Testing,PROJ-C,user_3,dev_3,13.0,57.7,0,1,0,Sprint 1,ux
PROJ-C-1766,Task,Medium,Resolved,Auth,PROJ-C,user_4,dev_7,,34.6,0,4,0,Sprint 23,regression
PROJ-C-1767,Improvement,High,Done,API,PROJ-D,user_4,dev_10,,0.7,11,4,0,,
PROJ-C-1768,Bug,Medium,Done,Testing,PROJ-B,user_13,dev_3,,25.3,2,2,0,,regression
PROJ-B-1769,Improvement,Medium,Closed,Backend,PROJ-C,user_23,dev_5,,35.6,4,1,0,,tech-debt
PROJ-D-1770,Bug,Critical,Duplicate,Database,PROJ-D,user_19,dev_7,,27.9,8,13,0,,
PROJ-D-1771,Improvement,High,Won't Fix,Infra,PROJ-B,user_10,dev_14,,9.7,5,4,1,,ux
PROJ-A-1772,Bug,Low,Done,Auth,PROJ-B,user_5,dev_3,,69.0,0,2,0,,backend
PROJ-A-1773,Story,Medium,Done,Auth,PROJ-D,user_7,dev_13,21.0,16.8,3,1,0,Sprint 18,security
PROJ-B-1774,Task,Medium,Done,Backend,PROJ-B,user_24,dev_13,,148.6,4,3,0,Sprint 24,performance
PROJ-B-1775,Bug,Medium,Resolved,Mobile,PROJ-D,user_16,dev_10,,19.3,2,2,0,,frontend
PROJ-D-1776,Bug,Critical,Done,Mobile,PROJ-C,user_1,dev_2,,7.7,3,6,0,,flaky-test
PROJ-C-1777,Task,High,Done,Mobile,PROJ-D,user_12,dev_6,,13.5,4,4,0,Sprint 21,flaky-test
PROJ-C-1778,Task,Medium,Resolved,Infra,PROJ-B,user_2,dev_8,,58.6,2,1,0,Sprint 23,tech-debt
PROJ-B-1779,Task,High,Done,Frontend,PROJ-C,user_7,dev_4,,4.4,7,5,0,Sprint 8,
PROJ-B-1780,Task,Critical,Done,Backend,PROJ-C,user_11,dev_9,,20.0,4,7,0,Sprint 19,ux
PROJ-B-1781,Story,Low,Resolved,Infra,PROJ-A,user_13,dev_12,2.0,112.7,0,2,0,Sprint 22,backend
PROJ-A-1782,Bug,Low,Closed,Testing,PROJ-A,user_2,dev_12,,88.4,1,1,0,,regression
PROJ-C-1783,Bug,Low,Done,Backend,PROJ-B,user_7,dev_8,,46.4,1,1,0,,regression
PROJ-B-1784,Bug,Low,Resolved,Auth,PROJ-D,user_15,dev_7,,122.2,1,1,0,,
PROJ-B-1785,Improvement,High,Closed,Database,PROJ-D,user_11,dev_14,,70.6,3,3,0,,tech-debt
PROJ-A-1786,Story,Low,Closed,Backend,PROJ-B,user_2,,13.0,149.5,0,1,0,Sprint 4,
PROJ-B-1787,Story,High,Won't Fix,Frontend,PROJ-C,user_7,dev_3,8.0,1.6,6,1,0,Sprint 23,frontend
PROJ-C-1788,Story,Low,Closed,API,PROJ-B,user_4,,1.0,183.4,0,1,0,Sprint 16,
PROJ-A-1789,Epic,Low,Resolved,Testing,PROJ-B,user_11,dev_6,13.0,78.5,0,1,0,,
PROJ-B-1790,Bug,Medium,Closed,Infra,PROJ-C,user_2,dev_13,,4.3,3,1,0,,
PROJ-C-1791,Story,Low,Closed,Testing,PROJ-D,user_16,dev_13,8.0,156.3,2,1,0,Sprint 17,regression
PROJ-C-1792,Story,Medium,Done,Testing,PROJ-B,user_7,dev_5,13.0,153.2,3,4,0,Sprint 23,backend
PROJ-A-1793,Story,High,Done,Backend,PROJ-D,user_13,dev_1,3.0,77.6,4,4,0,Sprint 9,
PROJ-C-1794,Bug,Medium,Resolved,Backend,PROJ-B,user_5,dev_11,,132.6,3,3,0,,tech-debt
PROJ-A-1795,Improvement,Medium,Done,Frontend,PROJ-C,user_17,dev_3,,225.0,2,2,0,,
PROJ-C-1796,Epic,Critical,Done,Database,PROJ-C,user_21,dev_13,3.0,13.2,11,8,0,,backend
PROJ-B-1797,Story,Medium,Resolved,Backend,PROJ-A,user_12,dev_12,3.0,103.2,3,4,0,Sprint 8,tech-debt
PROJ-A-1798,Task,Low,Done,Backend,PROJ-C,user_19,dev_1,,769.9,1,1,0,Sprint 20,flaky-test
PROJ-C-1799,Epic,High,Resolved,Database,PROJ-A,user_7,dev_4,3.0,8.9,5,5,0,,ux
PROJ-A-1800,Task,Low,Done,Frontend,PROJ-B,user_6,dev_10,,54.6,0,1,0,Sprint 19,regression
PROJ-C-1801,Bug,Low,Done,Infra,PROJ-D,user_8,dev_3,,268.6,2,1,0,,security
PROJ-A-1802,Story,Low,Done,Testing,PROJ-C,user_13,dev_11,2.0,0.9,0,1,1,Sprint 7,
PROJ-B-1803,Story,Low,Done,Infra,PROJ-C,user_5,dev_4,3.0,56.6,0,1,0,Sprint 12,
PROJ-A-1804,Story,Medium,Done,Backend,PROJ-C,user_2,dev_9,21.0,5.8,3,1,0,Sprint 1,
PROJ-A-1805,Task,Low,Done,Database,PROJ-B,user_9,dev_3,,29.8,0,1,0,Sprint 24,backend
PROJ-B-1806,Epic,Medium,Done,Backend,PROJ-A,user_11,dev_12,3.0,77.4,5,4,0,,
PROJ-C-1807,Epic,High,Resolved,Mobile,PROJ-B,user_24,,21.0,120.7,8,2,0,,performance
PROJ-D-1808,Story,Medium,Done,API,PROJ-D,user_6,dev_6,2.0,53.3,2,3,0,Sprint 17,frontend
PROJ-B-1809,Bug,Medium,Resolved,Infra,PROJ-B,user_7,dev_7,,0.5,7,1,0,,security
PROJ-A-1810,Sub-task,High,Closed,Mobile,PROJ-D,user_7,dev_9,3.0,1.5,5,3,0,Sprint 23,security
PROJ-B-1811,Improvement,Medium,Done,Auth,PROJ-C,user_19,dev_12,,57.6,1,3,0,,
PROJ-B-1812,Bug,Medium,Done,API,PROJ-D,user_6,dev_7,,114.6,6,1,0,,security
PROJ-A-1813,Epic,High,Done,Backend,PROJ-D,user_11,dev_14,8.0,13.7,8,2,0,,ux
PROJ-A-1814,Improvement,Medium,Won't Fix,Frontend,PROJ-A,user_11,dev_1,,39.0,0,2,0,,regression
PROJ-D-1815,Story,Medium,Won't Fix,Infra,PROJ-D,user_7,dev_8,8.0,566.9,2,1,0,Sprint 6,security
PROJ-B-1816,Story,Medium,Done,Auth,PROJ-D,user_2,dev_5,5.0,91.5,3,3,1,Sprint 24,backend
PROJ-A-1817,Story,Critical,Closed,API,PROJ-B,user_19,dev_9,8.0,2.8,12,7,1,Sprint 22,frontend
PROJ-C-1818,Bug,Critical,Duplicate,Infra,PROJ-C,user_4,dev_10,,14.8,8,3,0,,performance
PROJ-C-1819,Bug,Medium,Resolved,Database,PROJ-B,user_6,dev_13,,95.4,2,1,0,,security
PROJ-C-1820,Task,Low,Done,Frontend,PROJ-B,user_17,dev_12,,133.6,1,1,0,Sprint 5,ux
PROJ-C-1821,Bug,High,Done,API,PROJ-C,user_5,dev_5,,67.4,6,3,0,,
PROJ-B-1822,Bug,Medium,Done,Database,PROJ-C,user_7,dev_5,,81.2,2,1,0,,
PROJ-B-1823,Story,High,Resolved,Mobile,PROJ-D,user_9,dev_12,1.0,22.7,0,3,1,Sprint 20,performance
PROJ-D-1824,Story,High,Resolved,Backend,PROJ-D,user_1,dev_12,1.0,149.9,7,1,0,Sprint 7,
PROJ-B-1825,Epic,Low,Closed,Database,PROJ-A,user_1,dev_14,1.0,1407.2,1,1,0,,backend
PROJ-A-1826,Bug,Medium,Done,API,PROJ-B,user_19,dev_2,,50.1,3,1,1,,
PROJ-D-1827,Bug,High,Won't Fix,Testing,PROJ-C,user_6,dev_12,,7.8,6,3,0,,
PROJ-B-1828,Task,Medium,Resolved,API,PROJ-D,user_18,dev_11,,22.3,1,1,0,Sprint 22,tech-debt
PROJ-B-1829,Story,Critical,Done,Testing,PROJ-C,user_10,dev_3,2.0,34.1,9,3,0,Sprint 22,tech-debt
PROJ-A-1830,Bug,Medium,Done,Mobile,PROJ-D,user_11,dev_10,,223.1,4,3,1,,security
PROJ-A-1831,Story,Medium,Closed,Backend,PROJ-A,user_1,dev_9,8.0,73.6,2,2,0,Sprint 12,flaky-test
PROJ-A-1832,Bug,High,Done,Testing,PROJ-A,user_1,dev_7,,4.2,6,5,0,,security
PROJ-C-1833,Bug,High,Done,Testing,PROJ-C,user_13,dev_1,,0.5,7,2,0,,performance
PROJ-B-1834,Story,Medium,Done,Database,PROJ-A,user_5,dev_3,21.0,242.6,1,1,0,Sprint 5,flaky-test
PROJ-B-1835,Story,Low,Duplicate,Database,PROJ-C,user_20,dev_12,1.0,397.0,0,1,0,Sprint 2,regression
PROJ-B-1836,Epic,Low,Resolved,Backend,PROJ-D,user_1,dev_2,5.0,456.7,1,3,0,,backend
PROJ-D-1837,Bug,Critical,Done,Database,PROJ-B,user_20,dev_1,,4.2,11,6,1,,
PROJ-D-1838,Story,Medium,Won't Fix,Infra,PROJ-A,user_3,dev_9,2.0,41.2,2,2,0,Sprint 4,frontend
PROJ-D-1839,Task,Medium,Resolved,Backend,PROJ-D,user_18,dev_8,,17.3,2,1,0,Sprint 17,performance
PROJ-D-1840,Bug,Medium,Done,Frontend,PROJ-B,user_9,dev_5,,136.1,3,4,0,,ux
PROJ-D-1841,Task,Medium,Won't Fix,Testing,PROJ-B,user_14,dev_11,,165.1,3,2,0,Sprint 8,performance
PROJ-A-1842,Bug,Low,Closed,API,PROJ-B,user_17,dev_12,,155.6,0,3,0,,performance
PROJ-D-1843,Sub-task,Low,Resolved,Frontend,PROJ-D,user_23,dev_2,1.0,123.8,0,1,0,Sprint 20,tech-debt
PROJ-B-1844,Bug,Medium,Done,Testing,PROJ-D,user_14,dev_1,,114.1,3,1,0,,security
PROJ-C-1845,Story,Medium,Closed,Infra,PROJ-C,user_4,dev_7,3.0,55.0,2,1,0,Sprint 5,
PROJ-B-1846,Bug,Low,Done,Testing,PROJ-B,user_5,dev_13,,103.7,1,1,0,,frontend
PROJ-B-1847,Sub-task,High,Done,Testing,PROJ-B,user_21,dev_11,3.0,52.5,3,5,0,Sprint 17,ux
PROJ-A-1848,Story,Medium,Closed,Testing,PROJ-B,user_17,dev_11,2.0,58.2,5,1,0,Sprint 20,frontend
PROJ-C-1849,Story,Medium,Won't Fix,Mobile,PROJ-C,user_22,dev_2,5.0,26.7,4,3,0,Sprint 4,
PROJ-B-1850,Bug,Medium,Closed,Infra,PROJ-B,user_2,dev_1,,73.5,1,5,0,,
PROJ-A-1851,Task,High,Done,Auth,PROJ-D,user_23,dev_2,,7.4,6,4,1,Sprint 21,tech-debt
PROJ-C-1852,Bug,High,Done,Auth,PROJ-B,user_22,dev_7,,2.7,5,3,0,,performance
PROJ-C-1853,Improvement,Low,Won't Fix,Auth,PROJ-A,user_5,,,41.0,0,2,0,,frontend
PROJ-A-1854,Bug,High,Done,Backend,PROJ-D,user_4,dev_10,,10.0,4,2,0,,performance
PROJ-D-1855,Bug,Medium,Done,Database,PROJ-C,user_4,dev_6,,16.6,6,1,0,,performance
PROJ-A-1856,Bug,High,Resolved,Infra,PROJ-B,user_6,dev_5,,45.0,6,5,0,,backend
PROJ-A-1857,Story,Critical,Won't Fix,Frontend,PROJ-A,user_20,dev_3,5.0,6.7,7,7,0,Sprint 18,performance
PROJ-D-1858,Story,Critical,Resolved,Mobile,PROJ-C,user_21,dev_14,13.0,15.6,5,5,0,Sprint 18,performance
PROJ-A-1859,Bug,High,Done,Frontend,PROJ-C,user_13,dev_12,,40.5,6,3,0,,security
PROJ-A-1860,Task,Low,Done,Frontend,PROJ-D,user_22,dev_3,,233.4,1,1,0,Sprint 18,tech-debt
PROJ-A-1861,Story,High,Resolved,Frontend,PROJ-C,user_5,dev_11,2.0,95.3,4,2,0,Sprint 16,
PROJ-B-1862,Story,Low,Won't Fix,Mobile,PROJ-C,user_23,,2.0,108.0,1,1,0,Sprint 11,backend
PROJ-A-1863,Story,Medium,Duplicate,Auth,PROJ-C,user_23,dev_12,1.0,166.1,3,1,0,Sprint 8,backend
PROJ-A-1864,Story,Medium,Closed,Frontend,PROJ-C,user_7,dev_9,8.0,86.1,3,2,0,Sprint 12,regression
PROJ-C-1865,Story,Medium,Resolved,Mobile,PROJ-B,user_20,,5.0,123.1,3,2,0,Sprint 18,backend
PROJ-C-1866,Bug,Medium,Done,Mobile,PROJ-B,user_1,dev_9,,160.5,1,2,0,,ux
PROJ-C-1867,Bug,Medium,Done,Database,PROJ-B,user_14,dev_4,,58.6,7,1,0,,backend
PROJ-A-1868,Improvement,High,Done,Mobile,PROJ-B,user_24,dev_2,,5.1,5,6,0,,tech-debt
PROJ-D-1869,Epic,Medium,Duplicate,Auth,PROJ-A,user_4,dev_4,5.0,128.9,2,1,0,,ux
PROJ-A-1870,Bug,Low,Done,Frontend,PROJ-B,user_17,dev_6,,74.5,0,1,0,,regression
PROJ-B-1871,Bug,Low,Done,Mobile,PROJ-C,user_21,dev_6,,33.6,0,2,0,,security
PROJ-B-1872,Task,Low,Won't Fix,Backend,PROJ-B,user_14,dev_5,,15.2,0,1,0,Sprint 22,tech-debt
PROJ-B-1873,Story,Medium,Done,Mobile,PROJ-B,user_16,dev_1,21.0,93.0,4,3,0,Sprint 18,
PROJ-B-1874,Bug,Low,Done,API,PROJ-D,user_14,dev_3,,129.3,3,1,0,,
PROJ-A-1875,Bug,Medium,Resolved,API,PROJ-C,user_16,dev_5,,83.0,2,1,0,,backend
PROJ-C-1876,Task,Medium,Resolved,API,PROJ-B,user_24,dev_6,,27.6,3,4,0,Sprint 8,flaky-test
PROJ-A-1877,Task,High,Done,Mobile,PROJ-B,user_20,dev_14,,65.9,1,4,0,Sprint 16,security
PROJ-A-1878,Bug,Medium,Won't Fix,Auth,PROJ-B,user_8,dev_1,,178.4,4,1,0,,
PROJ-A-1879,Bug,High,Done,Frontend,PROJ-A,user_24,dev_14,,7.8,3,5,0,,
PROJ-A-1880,Bug,Medium,Won't Fix,Infra,PROJ-B,user_3,,,5.8,3,1,1,,tech-debt
PROJ-D-1881,Task,Low,Resolved,Infra,PROJ-D,user_19,dev_9,,368.1,0,1,0,Sprint 17,flaky-test
PROJ-C-1882,Bug,High,Done,Infra,PROJ-C,user_1,dev_14,,14.0,4,5,1,,backend
PROJ-C-1883,Bug,Critical,Resolved,Auth,PROJ-C,user_2,dev_3,,0.5,9,5,1,,backend
PROJ-B-1884,Task,Critical,Done,Database,PROJ-B,user_15,dev_10,,10.4,4,9,1,Sprint 2,backend
PROJ-A-1885,Bug,Low,Done,Testing,PROJ-B,user_22,dev_13,,147.6,1,2,0,,frontend
PROJ-B-1886,Task,Medium,Won't Fix,Backend,PROJ-B,user_10,dev_3,,33.9,3,1,0,Sprint 21,
PROJ-C-1887,Bug,Medium,Done,Backend,PROJ-C,user_18,dev_11,,19.1,2,2,0,,frontend
PROJ-C-1888,Bug,Low,Done,API,PROJ-C,user_22,dev_2,,80.0,0,1,1,,
PROJ-B-1889,Bug,Low,Done,API,PROJ-A,user_14,dev_8,,143.8,0,1,0,,ux
PROJ-C-1890,Task,Medium,Done,Mobile,PROJ-D,user_17,dev_13,,2.0,6,2,0,Sprint 22,backend
PROJ-C-1891,Improvement,Medium,Won't Fix,Infra,PROJ-A,user_13,dev_3,,106.3,0,2,0,,flaky-test
PROJ-D-1892,Improvement,Medium,Won't Fix,Mobile,PROJ-D,user_1,dev_6,,42.5,3,3,0,,
PROJ-A-1893,Story,Medium,Done,Testing,PROJ-A,user_5,dev_2,2.0,81.8,3,1,0,Sprint 15,frontend
PROJ-A-1894,Task,High,Done,Infra,PROJ-C,user_13,dev_7,,80.1,7,6,0,Sprint 22,performance
PROJ-C-1895,Bug,Low,Closed,API,PROJ-A,user_14,dev_13,,170.1,0,1,0,,security
PROJ-C-1896,Bug,Medium,Done,Frontend,PROJ-D,user_24,dev_4,,15.8,5,3,0,,performance
PROJ-D-1897,Improvement,High,Done,Database,PROJ-B,user_3,dev_9,,58.5,10,6,0,,performance
PROJ-B-1898,Bug,Medium,Done,Mobile,PROJ-D,user_15,dev_14,,23.8,5,2,0,,
PROJ-D-1899,Bug,Critical,Done,Database,PROJ-B,user_19,dev_10,,1.9,8,6,1,,security
PROJ-D-1900,Bug,High,Closed,Database,PROJ-C,user_17,dev_9,,3.3,3,4,0,,tech-debt
PROJ-B-1901,Bug,Medium,Won't Fix,Database,PROJ-D,user_3,dev_7,,13.4,2,3,0,,backend
PROJ-C-1902,Bug,Critical,Resolved,API,PROJ-A,user_16,dev_12,,0.7,4,8,0,,regression
PROJ-A-1903,Story,Medium,Resolved,Backend,PROJ-D,user_14,dev_8,2.0,26.2,1,1,0,Sprint 24,backend
PROJ-D-1904,Story,Medium,Done,API,PROJ-B,user_12,dev_3,8.0,31.9,1,6,0,Sprint 7,ux
PROJ-D-1905,Improvement,Critical,Won't Fix,Database,PROJ-C,user_12,dev_11,,5.4,6,3,1,,flaky-test
PROJ-A-1906,Improvement,Low,Won't Fix,API,PROJ-A,user_11,dev_5,,100.7,0,3,0,,backend
PROJ-D-1907,Bug,High,Won't Fix,Database,PROJ-D,user_17,dev_2,,1.9,7,7,0,,
PROJ-B-1908,Bug,High,Done,Auth,PROJ-B,user_8,dev_10,,25.3,1,6,0,,
PROJ-A-1909,Bug,High,Closed,Infra,PROJ-A,user_17,dev_7,,25.8,6,5,0,,
PROJ-A-1910,Story,High,Closed,Backend,PROJ-C,user_21,dev_13,2.0,38.8,2,2,1,Sprint 1,regression
PROJ-B-1911,Bug,Critical,Done,Auth,PROJ-A,user_23,dev_8,,0.5,12,8,0,,frontend
PROJ-B-1912,Story,Medium,Duplicate,Frontend,PROJ-C,user_20,dev_9,3.0,5.8,0,2,0,Sprint 2,frontend
PROJ-A-1913,Story,Low,Done,API,PROJ-A,user_11,dev_11,3.0,200.4,5,1,0,Sprint 4,
PROJ-B-1914,Story,High,Done,Frontend,PROJ-D,user_2,dev_11,13.0,39.9,7,1,0,Sprint 16,security
PROJ-D-1915,Story,Medium,Done,Mobile,PROJ-B,user_10,dev_7,3.0,547.1,2,4,0,Sprint 12,regression
PROJ-C-1916,Bug,Medium,Done,API,PROJ-D,user_10,dev_10,,7.7,2,3,0,,
PROJ-D-1917,Epic,Low,Won't Fix,Testing,PROJ-D,user_11,dev_10,3.0,125.7,0,1,1,,frontend
PROJ-B-1918,Task,Medium,Done,Testing,PROJ-C,user_6,dev_13,,16.0,1,2,0,Sprint 17,security
PROJ-D-1919,Bug,High,Done,Infra,PROJ-C,user_4,dev_8,,1.4,8,4,0,,frontend
PROJ-C-1920,Improvement,High,Closed,Auth,PROJ-C,user_24,dev_12,,32.2,5,2,0,,performance
PROJ-C-1921,Story,Medium,Done,Infra,PROJ-D,user_12,dev_9,8.0,410.6,4,2,0,Sprint 24,frontend
PROJ-C-1922,Improvement,Low,Resolved,Mobile,PROJ-A,user_11,dev_6,,211.0,0,2,0,,tech-debt
PROJ-B-1923,Task,High,Resolved,Database,PROJ-A,user_23,dev_12,,8.2,1,4,0,Sprint 4,ux
PROJ-B-1924,Story,Medium,Done,Infra,PROJ-D,user_23,dev_12,5.0,1.0,0,2,0,Sprint 16,ux
PROJ-B-1925,Bug,Low,Duplicate,Infra,PROJ-D,user_13,dev_10,,26.4,0,3,0,,tech-debt
PROJ-C-1926,Bug,Low,Closed,Testing,PROJ-B,user_5,dev_2,,161.7,2,1,1,,
PROJ-B-1927,Story,Low,Resolved,Database,PROJ-C,user_6,dev_2,3.0,7.0,2,1,0,Sprint 7,tech-debt
PROJ-A-1928,Task,Medium,Won't Fix,Testing,PROJ-C,user_1,dev_4,,158.8,2,2,0,Sprint 23,flaky-test
PROJ-D-1929,Bug,Medium,Resolved,API,PROJ-D,user_6,dev_9,,20.7,4,3,0,,ux
PROJ-D-1930,Bug,Medium,Done,Database,PROJ-D,user_18,,,32.6,4,1,0,,flaky-test
PROJ-A-1931,Improvement,Medium,Done,Auth,PROJ-A,user_22,dev_2,,64.9,2,2,0,,backend
PROJ-B-1932,Sub-task,Critical,Resolved,Infra,PROJ-D,user_9,dev_8,2.0,1.4,13,5,0,Sprint 8,performance
